question,product_description,image_url,label
Would this be ok with a 60L tank? Also do you know the dimension of the filter?,Fluval Number 206 External Filter,https://www.amazon.co.uk/ask/questions/Tx1OAB0LB6GUTWV,0
I need to take this abroad so need info on how what size it can squash down to? Is it soft and could be squashed into a suitcase?,One Size Boys or Girls Ride on Unicorn Costume Outfit for Animals Creatures Fancy Dress,https://www.amazon.co.uk/ask/questions/Tx1KJNWHV7GZ4A2,0
Will it Stick to wood ? The idea being in wrapping a axe handle top to bottom will this stick and hold up,Qpower Stealth Camo Tape - Woodland Camo - Rifle Wrap,https://www.amazon.co.uk/ask/questions/Tx2GDW8KC7KD1EF,0
Could I tape my pressure pad from my laser to the handle of my bob gun using this tape?,Qpower Stealth Camo Tape - Woodland Camo - Rifle Wrap,https://www.amazon.co.uk/ask/questions/TxFL8GBWTLIN0W,0
Could this be laid on top of existing decking?,Rowlinson Willow Gazebo Floor,https://www.amazon.co.uk/ask/questions/TxCKY17TCK8DH4,0
What's the difference between the Flymo 330VX and the Flymo 330?,Flymo Easi Glide 330VX Electric Hover Collect Lawn Mower 1400 W,https://www.amazon.co.uk/ask/questions/Tx27EF6Y9OK4CR2,0
Will this mic work with the canon 500d,Polaroid Pro Video Condenser Shotgun Microphone For Digital SLR Cameras & Camcorders,https://www.amazon.co.uk/ask/questions/Tx1PVY5L3991P5W,0
wiil this hose fit the cordless hoover,Vax Genuine Stretch Hose (Type 1) - U91-MAU90-MA U89-MA Air,https://www.amazon.co.uk/ask/questions/Tx3VH5H24QNIEWI,0
Do they fit the (S2) Microfibre Cleaning Pads (Type 2) 1-1-130625-01?,Vax Genuine Microfibre Cleaning Pads (Type 2),https://www.amazon.co.uk/ask/questions/TxTWMY58HT1WVB,0
What are the correct dimensions on this cabinet please?  The ones provided indicate this cabinet is 5 foot tall!!,Steens 3-Drawer Bedside Cabinet White,https://www.amazon.co.uk/ask/questions/Tx2C7KWHLHDJAZO,0
"I wishes to buy this circulon infinite hard anodised cookware set 4-piece but its complicated  sizes 2 of 16"" &1 x18"" spouse to be 16""18""&20""",Circulon  Infinite 4 piece pan set,https://www.amazon.co.uk/ask/questions/Tx23XR5SQMX4AR3,0
Is this faux leather or actual leather?,Miadomodo Office Swivel Chair (Black) Height Adjustable PU Leather Office Furniture,https://www.amazon.co.uk/ask/questions/Tx3QB7F7652LBCH,0
Does this item include the relevant Nokia Software please?,Nokia C3-01 Sim Free Mobile Phone - Warm Grey,https://www.amazon.co.uk/ask/questions/Tx2LU3MI7NO6I6L,0
Can you connect this cage to other rotastak cages?,Rotastak Small Animal Housing Genus 200 Purple,https://www.amazon.co.uk/ask/questions/TxS0XJGBV0VBUP,0
We like the water and heating supply on permanent governed by thermostatsit does not seem to allow thisWhy?,Drayton 25476 LP722 (Mk4) 2 Channel Programmer White,https://www.amazon.co.uk/ask/questions/Tx2WEIOQMJWXLL6,0
Does it have 3 on setting and 3 off setting per day on both hot water and heating also does it have battery back up,Drayton 25476 LP722 (Mk4) 2 Channel Programmer White,https://www.amazon.co.uk/ask/questions/Tx3MIBUHG25FOOK,0
can i use a travel plug?,Vileda Cleaning Robot – Robot Vacuum Cleaner 3 Cleaning Programmes Red,https://www.amazon.co.uk/ask/questions/Tx3S7M0VKGL2U6R,0
Anyone know if these'd fit a 9year old boy with quite a large head?!,Groov-e Kidz On-Ear Headphones  with Adjustable Headband Soft Ear Pads 3.5mm Headphone Socket for Smartphones Tablets & Laptops - Red,https://www.amazon.co.uk/ask/questions/Tx20M07U22MVX43,0
Can you use it after shaving,Bulldog Age Defence Moisturiser for Men 100ml,https://www.amazon.co.uk/ask/questions/Tx1P8B1CCCA03BM,0
where can I get an Instruction manual for this?,Super Premier Double-Size Ironing Press by Speedypresss with Stand - 1600w Extra Large Press Saves Ironing Time Considerably. FREE ACCESSORIES Included: Extra Cover & Foam Underfelt (RRP £35.00) Pressing Cushion Water Filling Jug Water Spray Bottle & Instructions,https://www.amazon.co.uk/ask/questions/Tx30D9QLA5HU913,0
How deap is the canvas frame? Thanks,COLOURED RED UMBRELLA IN THE SNOW STUNNING Large 77cm x 55cm Gallery Framed Giclee Canvas Art Picture Print Ready To Hang NEW Modern Wall Art,https://www.amazon.co.uk/ask/questions/Tx20IDP465X8YJT,0
What is the width of the scaffolding if the stabilisers are fitted as advised in an earlier question one set inward facing my max gap 900mm,7m DIY Aluminium Scaffold Tower/Towers,https://www.amazon.co.uk/ask/questions/Tx3ENRY8MRBVNVW,0
what does it weigh we were thinking of getting one as a wedding gift so it would have to be able to go in our luggage?,Occasion Slate Cheese Board with 3 Stainless Steel Knives,https://www.amazon.co.uk/ask/questions/Tx1WBMMF5QU8S3H,0
is the richmond two door cream/pine wardrobe matt finish,Steens Richmond 2 Door Wardrobe Cream,https://www.amazon.co.uk/ask/questions/Tx3AB4OBGXDJQWM,0
Hello do you get just get the two numbers or can you have three ?,SET OF 5 Wheelie Bin Box Crate Number and Letter Stickers,https://www.amazon.co.uk/ask/questions/TxHWX283W4A0U2,0
does this sheet fit over the headboard end as well. I don't want one that slips.,Catherine Lansfield Easy Iron Percale Double Base Valance Sheet White,https://www.amazon.co.uk/ask/questions/TxA4KPTY4YJXKH,0
Is this item box pleated or frilled?,Catherine Lansfield Non Iron Percale King Valance Sheet - Cream,https://www.amazon.co.uk/ask/questions/Tx3BY6GNXH7VOG7,0
Hello if i cut the rubber off is there a groove that could be used to keep a rope in as part of pulley system?,"Rubber Castor set 4"" (100mm) Rubber Wheel set",https://www.amazon.co.uk/ask/questions/TxOR3ZOWSKNWR6,0
I have a very greedy female 15yr old rescue cat i rescued 8mths ago how much lily's kitchen should she eat per day ?will admit she is spoilt,Lily's Kitchen Organic Chicken Dinner for Cats 100 g (Pack of 16),https://www.amazon.co.uk/ask/questions/Tx1888O1VBRXA5Y,0
Can you paint the ceramic cover?,Pair of Modern Planter Style White Ceramic Wall Lights,https://www.amazon.co.uk/ask/questions/TxZ6LUHQXDU9Y5,0
could i put a a rose in it so it looks 3d or is it a flat picture fram,Frame Company Watson Range Picture Photo Frame - 10 x 8 Inches White,https://www.amazon.co.uk/ask/questions/Tx2DAWFX1YAWG57,0
Is it foamy?,Aloe Dent Triple Action Aloe Vera Toothpaste - Pack of 1,https://www.amazon.co.uk/ask/questions/Tx2TFWQ69XPASVB,0
Hi looking to remove 2 layers of kitchen cupboard paint off kitchen units would this damage the melamine underneath? Thanks,Nitromors 1772732 Craftsmans Paint and Varnish Remover,https://www.amazon.co.uk/ask/questions/Tx3J7DWY6OCD0Q,0
Will it charge a battery from dead or does it just maintain the charge?,Black & Decker BDV090 Battery Maintainer Trickle Charger 6V 12V Automatic,https://www.amazon.co.uk/ask/questions/Tx2736Y35WH4RBI,0
Can I trickle charge more than one battery at the same time?,Black & Decker BDV090 Battery Maintainer Trickle Charger 6V 12V Automatic,https://www.amazon.co.uk/ask/questions/Tx220FCREL3QJ0L,0
can anybody give me the dimensions in feet and inches please?,Audioengine A5+ Powered Multimedia Speakers Pair in Satin Black,https://www.amazon.co.uk/ask/questions/TxXRMP945PGSPP,0
Are both the 6-18 month grobags 1.0 tog? I have the smaller size currently which has a mix of 1.0 and 2.5 tog.,TWIN PACK - Wash and Wear Grobags Hippo Hop & Spot 1 tog 6-18 months,https://www.amazon.co.uk/ask/questions/Tx1J7AX2R9Z1WZM,0
My Samsung TV does not have an optical output. How can I connect this unit up?,Yamaha YAS101bl SoundBar System with Built-In Subwoofer - Black (discontinued by manufacturer),https://www.amazon.co.uk/ask/questions/Tx2JBYJZ5BOBG4E,0
is this product ok for any tv,Yamaha YAS101bl SoundBar System with Built-In Subwoofer - Black (discontinued by manufacturer),https://www.amazon.co.uk/ask/questions/Tx25GF92XI67296,0
Considering buying am unsure when it comes to knowing what leads etc I need.  I have a Sony Bravia TV+Sky+blu-ray (to buy also). What will I need?,Yamaha YAS101bl SoundBar System with Built-In Subwoofer - Black (discontinued by manufacturer),https://www.amazon.co.uk/ask/questions/Tx2ZRI074HUD08X,0
Does it come with bracket to fix to gable end of house?,GAP Garden Products Witch and cat weathervane,https://www.amazon.co.uk/ask/questions/Tx1EO2CIXE33Z3H,0
Hi wanting to buy for my sisters 50th but she would like to put it garden   can it be stuck into a lawn? Thanks.,GAP Garden Products Witch and cat weathervane,https://www.amazon.co.uk/ask/questions/Tx1FJP34VOZZL2D,0
Is carrier removable? Please,Blue 4 Wheel Easy Fold Dog Stroller / Foldable Pet Buggy / Pushchair for Dogs & Cats,https://www.amazon.co.uk/ask/questions/TxWRB9ODNTJNIO,0
If you're out and about and the battery goes flat can you use it like a regular scooter and 'scoot' along with your foot?,HOMCOM Deluxe Electric E-Scooter 120W Motor 24V Battery Powered Black Special Edition,https://www.amazon.co.uk/ask/questions/Tx31Q9ZRMBZDX43,0
Do you cook rice in your saucepan and if so does it stick?,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/Tx1IV6CIFFP83T8,0
Do the Handles get hot,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/Tx1TKAK97NFF07Y,0
How high would the four suacpans be when stacked in a cupboard,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/Tx1ZD9RSFV7LEQ5,0
Are the lids glass???,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/Tx2TFVP6D5R0E0D,0
Are there holes in the handles so they can be hung on a pan rack?,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/Tx2L615VXMTTULX,0
I can't tell from the photo can someone tell me if these come with the lids with the built in sive to make it easy to drain off excess water?,Prestige Everyday Stainless Steel Cookware Set 5-Piece - Silver,https://www.amazon.co.uk/ask/questions/TxQ6MV60LQLAJ1,0
Hi how high are these boxes?,Curver My Style Large Rectangular Storage Basket Vintage White 18 Litre,https://www.amazon.co.uk/ask/questions/TxHG1M3BO8GTBX,0
Can a magic eye for sky connect to this tv?,"TECHNIKA 26-56D 26"" LCD TV/DVD COMBI HD READY WITH FREEVIEW",https://www.amazon.co.uk/ask/questions/TxIZZXKQ4G5ZPM,0
Will this stand fit ue32d5520rkxxu,SAMSUNG LED TV STAND BASE ASSEMBLY TO FIT UE40C6000 & UE40C5100 WILL ALSO FIT OTHER MODELS ** ASK FIRST **,https://www.amazon.co.uk/ask/questions/Tx1HWEVUU1LQ69D,0
How do you make the rod shorter once you have extended it as I have extended it too far.,Speedy Aluminium Extendable Tension Rod White 200 - 250 Cm for net curtains and voiles,https://www.amazon.co.uk/ask/questions/Tx2G4NTSCI12FZM,0
Would this bow under the weight of a light shower curtain if fully extended to 250 cm and not supported in the middle?,Speedy Aluminium Extendable Tension Rod White 200 - 250 Cm for net curtains and voiles,https://www.amazon.co.uk/ask/questions/TxU9SL5D5PWXFP,0
Can you please let me know the diameter of the rod? Thank you.,Speedy Aluminium Extendable Tension Rod White 200 - 250 Cm for net curtains and voiles,https://www.amazon.co.uk/ask/questions/Tx1YLDS5HPDLZWM,0
Does this fit model IRT6520,Braun Ear Thermometer Lens Filters Pack of 80,https://www.amazon.co.uk/ask/questions/Tx1IMDSRYCEVDP6,0
Ours seems to tighten to a certain extend then makes a clicking noise and goes loose so won't stay up - are we doing something wrong or is it faulty?,Speedy extendable shower rod WHITE 140 - 260cm 19/22mm diameter,https://www.amazon.co.uk/ask/questions/Tx3JPP3QGZW61NK,0
will it work with lying rug on carpet,Rug Control Spray RCS 1 Rug Anti-Slip Spray,https://www.amazon.co.uk/ask/questions/Tx2E70H0Z0WX2JF,0
Can this devise read and store images on a sd card without using a laptop? i want to take a copy of sd content whilst travelling without my laptop.,Verbatim 53023 1TB Store 'n' Go USB 3.0 2.5 Inch External Hard Drive - Black,https://www.amazon.co.uk/ask/questions/TxNQAFKYTHXDEL,0
I have bought this but it doesn't fit the galaxy 12in tablet. Is there a connection kit for my 12in tablet? I would welcome any  help,USB Female Port OTG Cable Adapter For Samsung Galaxy Tab Tablet 10.1/8.9 P7510,https://www.amazon.co.uk/ask/questions/Tx2SR809PWQRYMD,0
Hi are the handles bolted on for extra strength life . And safety thank you,Morphy Richards 46413 Accents 5 Piece Pan Set - Plum,https://www.amazon.co.uk/ask/questions/TxDGCBX3J0Z93R,0
can this be used for making fudge and toffee,ETI SuperFast Thermapen 3 thermometer (Dark Green),https://www.amazon.co.uk/ask/questions/Tx3KNERUZV7DQB,0
"Does this have an adjustable back rest? ie can the doll be proped up to ""sit up"" within the carry cot ?",Dolls Pram Windsor Piccadilly Pink & White Includes Pram Bag,https://www.amazon.co.uk/ask/questions/Tx1X6TQB532OQBX,0
Do the front Wheels Swivel or are they fixed? If fixed does this make it difficult for say a 3 year old to manoeuvre the pram?,Dolls Pram Windsor Piccadilly Pink & White Includes Pram Bag,https://www.amazon.co.uk/ask/questions/TxAA855SQQHOUV,0
Is this printer compatiable with W 8.1? it does not mention it in the spec.,HP Officejet Pro 8100 ePrinter,https://www.amazon.co.uk/ask/questions/TxP16W7M5PZT10,0
Does it come with storm poles and if not what size does it need?,JRC 1193033 60 Inch Brolly Overwrap,https://www.amazon.co.uk/ask/questions/Tx1D8EUXFSIUIWK,0
I  wanted to check compatibility for my Shoprider Vienna power wheelchair,iClever ® HIGH QUALITY 24V 2A Mobility Scooter Bike Lead Acid GEL LATEST SMART Battery Charger; works with Pride ELECHG1001 MOBILITY SCOOTER and compatible with HP1202B and more,https://www.amazon.co.uk/ask/questions/Tx3G3RHC66KFPZ9,0
Will this fit in most cars? either in the boot or backseat. i'm taking it to a festival and need to know i can get it im a taxi and my friend's boot,Large Cage Platform Garden Trolley OT1006 Now Includes Liner & Tool Shelf,https://www.amazon.co.uk/ask/questions/TxQCD4X9J1N8LH,0
How to use it after entering the user profile?,Tanita BC730P InnerScan Body Composition Monitor Pink,https://www.amazon.co.uk/ask/questions/Tx2VBBHXJQ9X3C5,0
Can I run Serious Sam 3 on windows 8?,Serious Sam 3 (PC DVD),https://www.amazon.co.uk/ask/questions/Tx3QFV0H5SRQWOT,0
Hi hope you can help I am looking to replace a plug in isolating transformer 24v 400ma 9.6va. Will your 24v 450ma 10.8va be a suitable replacement?,Christmas Concepts® 24v 450ma 10.8va AC Adaptor Without Lead - Suitable for Christmas Lights,https://www.amazon.co.uk/ask/questions/Tx2AD12WCED88DG,0
Will this jump start my 2.4L engine?,CTEK MXS 7.0 Fully Automatic Battery Charger (Charges Maintains and Reconditions Car Caravan & Motorhome batteries) 12V 7 Amp - UK Plug,https://www.amazon.co.uk/ask/questions/Tx1ULVMIW0UEC2J,0
Could you please tell me how wide these hangers are? Many thanks,JVL Premium Range Velvet Touch Thin Space Saving Non-Slip Coat Hangers Black Pack of 20,https://www.amazon.co.uk/ask/questions/Tx1I8WI592FE2YX,0
How many hangers are in this pack pls ?,JVL Premium Range Velvet Touch Thin Space Saving Non-Slip Coat Hangers Black Pack of 20,https://www.amazon.co.uk/ask/questions/Tx6SFL9MI4JGI4,0
"Hi is there enough clearance for the 4"" soil pipe to come out on the left. It cannot go straight thru wall on our bathroom. Thank you.",Bathroom Stylish Gloss White Toilet Pan Inc Cistern Short Projection WC Soft Close Seat,https://www.amazon.co.uk/ask/questions/Tx20GAPTBN6H2UO,0
will this cable connect kindle fire hdx to smart tv with hdmi port,BlueRigger High Speed Micro HDMI cable-4K resolution- Supports 3D Ethernet-1.8M,https://www.amazon.co.uk/ask/questions/Tx33R1WOX7IFORI,0
I have a Pentax K30 Can I put my camera in on it's side instead of the lens pointing down?,National Geographic Earth Explorer - camera cases (Messenger Beige 160 x 280 x 250 mm),https://www.amazon.co.uk/ask/questions/TxW0Z63NGMAN2F,0
UV stable? Surely these will break down over time?,Keter 17194274 Corfu 2 Seater Balcony Garden Outdoor Rattan Furniture Set - Graphite with Cream Cushions,https://www.amazon.co.uk/ask/questions/Tx15EKNPY8OW1ZZ,0
Does this bottle have a straw?,Thermos Hydration Water Bottle with Meter Midnight Blue 710 ml,https://www.amazon.co.uk/ask/questions/Tx22GPZEZT7IVGB,0
When I use this to do acrylic pouring do I also add some water to the paint as well?,Liquitex 5432 Professional Pouring Effects Medium - 946 ml,https://www.amazon.co.uk/ask/questions/Tx2MRPEKDR2YZ1D,0
After you mix with a colour how long can it keep for?,Liquitex 5432 Professional Pouring Effects Medium - 946 ml,https://www.amazon.co.uk/ask/questions/Tx1TSPPVJXR5OST,0
Hello could you tell me what is included in the box?,Plant Theatre Psychedelic Salad Kit,https://www.amazon.co.uk/ask/questions/Tx3OP7UUYCEJNMC,0
I'm aware that this chair is oiled. Is it possible to paint it a different colour as it is or would it require sanding first? Thank you,Trueshopping Wellwood Large Rocking Chair Classic Design FSC Hardwood - For Kitchen Patio or Veranda,https://www.amazon.co.uk/ask/questions/TxC2WTC2H6FSFK,0
Is this item really good for when the snow turns to slush?,WinterWise 10-STUD Ice Traction Universal Slip On Snow & Ice Spikes (Grips Crampons) (Medium (UK 5-8)),https://www.amazon.co.uk/ask/questions/Tx2M4L6KK180WVC,0
I would like to know in which country it was made? Thanks,OAKLEY Men 9102 Sunglasses black,https://www.amazon.co.uk/ask/questions/Tx2JKEB6FFLCH3I,0
I am looking to buy a Nikon D3200. How many photo's will this card hold. I realise it depends what setting I use but just want a rough idea,Integral UltimaPro 16 GB SDHC Class 10 Memory Card up to 45 MB/s U1 Rating,https://www.amazon.co.uk/ask/questions/Tx2KNOIV13N1JAB,0
can u please advise which one is matching basin mixer,GROHE 25106000 | Start Single-Lever Bath & Shower Mixer,https://www.amazon.co.uk/ask/questions/Tx39T9KTD0HWOPK,0
Do I need xbox live connection to use this game please? Had xbox 360 since last xmas and still not managed to get xbox live up and running for my son,Grand Theft Auto V (Xbox 360),https://www.amazon.co.uk/ask/questions/Tx59Z3NINRWJMI,0
What size for 5month old Cockapoo,Company of Animals Non-Pull Harness Black Small,https://www.amazon.co.uk/ask/questions/Tx2KIAITDVFYG66,0
what size for a staffy pup,Company of Animals Non-Pull Harness Black Medium,https://www.amazon.co.uk/ask/questions/Tx2VXGGRC4LSBHM,0
What size for an 11kg jack russelXpug fully grown?,Company of Animals Non-Pull Harness Black Medium,https://www.amazon.co.uk/ask/questions/Tx2ETB3Q1JYV3ML,0
Size for labrador,Company of Animals Non-Pull Harness Black Medium,https://www.amazon.co.uk/ask/questions/Tx3QTUGL5LJBCCG,0
is it good,Andrew James Hip Flask | Stainless Steel | Includes Funnel & Hinged Screw Top Lid | 8oz,https://www.amazon.co.uk/ask/questions/Tx2BSIO9N3ZJ7YI,0
are these made from concentrate?,Biona Organic Pomegranate Juice 200ml (Pack of 6),https://www.amazon.co.uk/ask/questions/Tx38VSBTAU8LMNW,0
What valve type is this please.,Wilkinson Rear Wheel 32 Hole Double Wall MTB Rim Disc/V-Brake Quick Release 8/9 Speed Disc Hub Black Spokes - 26 x 1.75 Inches Black,https://www.amazon.co.uk/ask/questions/Tx5FFLZ6GZBBVT,0
hi i dont know much about wheels ..but  can i fit a 7 speed cassette to this wheel   and a disc for brakes plz reply,Wilkinson Rear Wheel 36 Hole Double Wall MTB Rim Disc/V-Brake Quick Release Screw on Disc Hub Black Spokes 26 x 1.75 Inch,https://www.amazon.co.uk/ask/questions/Tx3RA38TZTAYNQ0,0
would these bags be big enough for a knitted baby blanket?,"25 x Strong Large Grey Mailing Postal Bags 17 x24"" Mailers",https://www.amazon.co.uk/ask/questions/Tx2YIGR2HZEF2DP,0
Hi there do these pannier bags fit a 24inch wheel bike? Are they strong enough for grocery shopping?,Ortlieb Back-Roller City Bicycle Bag (1 Pair) - Black 40 Litre,https://www.amazon.co.uk/ask/questions/TxG91E51O9838L,0
if i put soup in it will it still be warm at dinner,Polar Gear 500ml Lunch Pod Black,https://www.amazon.co.uk/ask/questions/Tx18E0KMEB3LAC9,0
Does this bar require assembly after delivery?  If so how is it assembled?,Physionics Barbell Bar with 2 Spinlock Collars | 168 cm / 5.5 ft Long | Long Bar Training Bar Barbell Weight Bar,https://www.amazon.co.uk/ask/questions/Tx14FVVYV28WIYD,0
Please could you give me the width and height of these speakers please,Q Acoustics 2010i Bookshelf Speakers (Pair) (Graphite),https://www.amazon.co.uk/ask/questions/TxNRNM78SHYT13,0
Are they suitable to listen them at a distance of 1 meter? (as PC speakers with an amp),Q Acoustics 2010i Bookshelf Speakers (Pair) (Graphite),https://www.amazon.co.uk/ask/questions/Tx3J4YVRBHA4PJL,0
does the fact that this a german version affect functionality in anyway? (voice commands etc?),KleinRobotics Pleo rbPet Dinosaur,https://www.amazon.co.uk/ask/questions/Tx1C639ABAFSUC4,0
Does an iPhone 5 fit or is it a 4,Roberts DREAMDOCK DAB/FM RDS Digital Stereo Clock Radio with Dock for iPod and iPhone,https://www.amazon.co.uk/ask/questions/Tx3P8QGBWL475FP,0
Anyone know if the body size is like the 335 or the 339?,Benson ES Double cutaway semi-acoustic hollow body electric guitar package (vintage sunburst),https://www.amazon.co.uk/ask/questions/Tx235XFWIJQ4N4,0
Is this material shiny or matt?,Black 4oz Waterproof Cover Fabric (Per Metre),https://www.amazon.co.uk/ask/questions/Tx1629RBCPXGAF6,0
i looking to make new sides for a 8ft gassebo would this facbric work,Black 4oz Waterproof Cover Fabric (Per Metre),https://www.amazon.co.uk/ask/questions/Tx2H5CJW0NMPKLG,0
Is 48mm a standard size for jockey wheel for caravan?,CARAVAN TRAILER ALKO 48MM JOCKEY WHEEL,https://www.amazon.co.uk/ask/questions/TxHXXBMZ20UHH5,0
does this connect toany phone gfot a samsung galaxy,Veho VBC-001-BLK SAEM Handsfree Bluetooth Visor Speakerphone Car Kit for Smartphone Devices with Motion Sensor Power Save Function,https://www.amazon.co.uk/ask/questions/Tx6C1IAT9HTMFA,0
How wide can the cushions be for the seats?,Wiltshire FSC Eucalyptus Wood 6 Seater Outdoor Dining Set with Rectangular Table,https://www.amazon.co.uk/ask/questions/Tx3LD8PAT5CPY2W,0
Does the machine have metal parts?,Toyota 15B Super Jeans Sewing Machine Black,https://www.amazon.co.uk/ask/questions/Tx72GR5NMQ4GY7,0
Can this machine sew through two layers of the following webbing? 1.100% Cotton webbing  2.Width:2.5cm 3.Weight: 31g/m 4.Thinkness: 2.7mm,Toyota 15B Super Jeans Sewing Machine Black,https://www.amazon.co.uk/ask/questions/Tx1I92W6T48MIN4,0
What other ingredients are contained in this product?,Wendals Dog Liquid Devils Claw Root - 250ml,https://www.amazon.co.uk/ask/questions/TxAPYS05ST0OI8,0
Can you give a dog Devils claw and turmeric paste together?,Wendals Dog Liquid Devils Claw Root - 250ml,https://www.amazon.co.uk/ask/questions/Tx3TYTDTXKX7C2B,0
What's the battery life like please if I was going for a long walk in the woods taking pictures only as an example?,Olympus SH-21 Digital Zoom Camera - Black (16MP 12.5x Super-Wide Optical Zoom) 3 inch LCD Touch Panel,https://www.amazon.co.uk/ask/questions/Tx200WX7JJG0TDN,0
Is the packet recyclable? Any plastic?,Doves Farm Quick Yeast 125 g (Pack of 8),https://www.amazon.co.uk/ask/questions/Tx1D7PYRB0XZEVU,0
What is the width of the seat?,NRS Healthcare G44869 Mowbray Free Standing & Adjustable Toilet Seat and Frame - PRE-ASSEMBLED (Eligible for VAT relief in the UK),https://www.amazon.co.uk/ask/questions/TxCGMK2XAE4EHR,0
i am just under 5'0' are these the right size for me?,NRS Healthcare Double Adjustable Crutches with PVC Handle Pair - Medium (Eligible for VAT relief in the UK),https://www.amazon.co.uk/ask/questions/TxC09W0AA94WVN,0
What size envelope for A5 card please?,PACK OF 100 - C6 WHITE ENVELOPES FOR A6 GREETING CARDS 100gsm 114mm x 162mm,https://www.amazon.co.uk/ask/questions/Tx1N5GBK3FS4Q38,0
hi i was wondering if anyone has bought these boots in khaki? are they a light brown because my mate said that colour is a green,S2A New Womens Ladies Quilted Faux Fur Lined Thick Sole Mid Calf Boot Shoes Khaki Size 3 UK,https://www.amazon.co.uk/ask/questions/Tx5AE4VQL3Y9W8,0
What is the size,Samsung E1190 Mobile Phone on T-Mobile/Pay As You Go/Pre-Pay/PAYG - Purple,https://www.amazon.co.uk/ask/questions/Tx6382IP90ZQ91,0
is medium suitable for golden retriever,Red Bone Waterproof Dog Bed - Removable Washable Cover Medium,https://www.amazon.co.uk/ask/questions/Tx3MGZN6568UU8V,0
Does the hot tub stay warm? all the time or do you have to turn heat on and off?,Lay-Z-Spa BW54113 Monaco Hot Tub 2018 Model AirJet Inflatable Spa 6-8 Person Blue,https://www.amazon.co.uk/ask/questions/Tx34UYW3EEQRUZV,0
Do you leave on all the time? different answers online,Lay-Z-Spa BW54113 Monaco Hot Tub 2018 Model AirJet Inflatable Spa 6-8 Person Blue,https://www.amazon.co.uk/ask/questions/Tx2W38ULT3HT229,0
Am I missing something? Both units work individually but when the sensor is activated bell does not ring or light up.,InnovAdvance AB Cat Doorbell,https://www.amazon.co.uk/ask/questions/TxR60KRU7XTV25,0
what fabric are the stackers made of?,Stackers Cream Classic Jewellery Box - Set of 5,https://www.amazon.co.uk/ask/questions/Tx2LZ01EQQ9O0SR,0
Does the pelmet come attached to each curtain?,Emma Barclay Molly Gingham Check Kitchen Pencil Pleat Curtains Red 46 x 42 Inch,https://www.amazon.co.uk/ask/questions/Tx38TJ9N8THKOH9,0
Can you paddle this on your own or do you always need two people?,Sevylor Inflatable Kayak Adventure Kit 2 Man Canadian Canoe Sea Kayak with Paddle 314 x 88 cm,https://www.amazon.co.uk/ask/questions/Tx1D1PTUG3GTEPO,0
Are all the harness straps removable for cleaning?,Babyway Cyane Highchair,https://www.amazon.co.uk/ask/questions/Tx105VTN8ALXOQZ,0
Rescue was very poorly now good. Eats dry/wet mix salmon rice pots tuna cod etc. No meats. Moulting badly? Will this oil help?,Lintbells YuMEGA Itchy Dog Supplement for dogs with itchy or sensitive skin   (500ml),https://www.amazon.co.uk/ask/questions/Tx2BZJVX87IKMRZ,0
Does it contain rapeseed oil?,Holle Organic Infant Formula Stage-1 400 g (Pack of 2),https://www.amazon.co.uk/ask/questions/Tx2BBJT8HMT7MK5,0
Do you think you can freeze this bread like you do white or how long does it last unopened?,Biona Organic Rice Bread with Sunflower Seed 500 g (Pack of 6,https://www.amazon.co.uk/ask/questions/Tx8TFSF7V6GEUZ,0
Will this charge a htc m9 mini?,Veho Pebble Smartstick Portable Power Bank | 2200mAh | Smartphone Charger | iPhone Charger | Samsung Charger | Battery Pack - Black - (VPP-002-SSB),https://www.amazon.co.uk/ask/questions/Tx147LD0194149F,0
Would it be suitable for a garage door?,ICI Hammerite 5122058 HM 250ml Smooth Metal Paint - Cream,https://www.amazon.co.uk/ask/questions/Tx3QYZHMA2KCRYB,0
What are the dimensions of this item?,Kenro Savoy Series Black Faux Leather Photo Album for 300 Photos 6x4 inch / 10x15cm or 7x4 inch / 10x18cm or 100 Panaoramic with Frame for Photograph on Cover and Memo Space Beside Each Photograph Savoy Series – KD137,https://www.amazon.co.uk/ask/questions/Tx3ITAWLYU43OQV,0
Has anyone used this product on re-usable nappies?,Ecoegg Laundry Egg (210 Washes) - Fragrance Free,https://www.amazon.co.uk/ask/questions/Tx1RHPPCN9G7TYA,0
Is the perfume very strong in the ecoegg,Ecoegg Laundry Egg (210 Washes) - Fragrance Free,https://www.amazon.co.uk/ask/questions/Tx1341SZOKVO7K1,0
If I bought more than 1 do they stack into each other or are they the same width all the way up?,Flower Fairies Pink Glitter Shaker Beaker/Cup Gift,https://www.amazon.co.uk/ask/questions/Tx1KJPDJP2QDS8P,0
Would it be good for tightening wheel nuts on a Skoda superb and landcruiser,"Oypla 1/2"" Drive Ratchet Mircometer Torque Wrench Spanner 42-210Nm",https://www.amazon.co.uk/ask/questions/Tx2IQVSLZV4V74,0
